"Group.1","imce_RentContr","imce_InclZon","imce_Partic","imce_nonProf","imce_dens","imce_mixUse","imce_ClimNeutr"
"R_0NbODRHfO8Kfp2F",0.715193118828853,0.414578605561075,0.214170339818862,-0.0193907255707748,0.217807444580961,-0.0439678866240172,0.696375021623429
"R_0ND9uhSOS3an11D",0.392861692719182,-0.261588354895812,-0.627882953646714,-0.230933340620402,0.173370118172562,0.233786989231698,-0.583340368939197
"R_0NDqRhR4h5kBodP",0,0,0,0,0,0,0
"R_0NT8gYRG7vZD1sJ",0.42459316937113,0.0595977188176088,-0.465870214207285,-0.313355248928295,0.796869343589389,0.703534589879883,-0.424560952590494
"R_0OCvynke1ghnruF",-0.519130986267489,-0.300488595742515,0.99009900990099,0.00476729663362495,-0.0325870511215045,0.63847826467758,0.490307923155456
"R_0oHgqv36AKnXgCB",0.107378868692942,-0.121464083099921,0.712605712722298,0.282242732732436,0.68852562738471,0.0356715445916068,-0.0215060904570248
"R_0olXxZrsBLTm69b",-0.0316715312463894,-0.588122128810161,0.241549575806095,-0.212473503084369,-0.41344523158915,0.571818381291721,-0.086909779404066
"R_0OmTL9mDJ2xnjhL",0.461875164446177,0.234310307015428,0.0272299408809207,-0.227272967423421,0.224770376483821,-0.231265824291119,-0.663433796522526
"R_0Or6i2SwuJLM6kN",-0.202896316818226,0.0705392497045818,-0.229748359000295,-0.0111292536231816,0.236903802651118,0.717333838484549,-0.135392569029934
"R_0oWhxPTMzSB7twB",0.221331343726613,0.200249396170709,0.852272119781756,-0.0509704418141273,-0.289375451170967,0.352358941942814,0.168944697166188
"R_0p0JlYnAbD16bqV",0,0,0,0,0,0,0
"R_0p1GSfUtHcjqNmV",-0.196741604974671,0.62517623522222,0.0397429864524813,-0.320911170777157,0.417988256687002,-0.0662082841264857,-0.56211611404649
"R_0Paul8xG3JIvYiZ",-0.636026662959918,0.0276912415805168,-0.228310046569903,-0.282127897696792,0.555292121493762,0.734071421471885,-0.00538377979481249
"R_0pIKFFFGpfB0AKd",0,0,0,0,0,0,0
"R_0pJz45jYYM829Zn",0.472926465290806,0.589398805364631,-0.530500837592806,0.477268716253276,0.00517035353996617,0.843990742881208,-0.398553389423437
"R_0q4CGTTAmOhrabD",0,0,0,0,0,0,0
"R_0q7ypKCZzgHOdZn",0.44598287424736,-0.239682756381122,0.25527884705434,-0.314439317976406,0.23924564726445,0.256384478667745,-0.236439969771926
"R_0qbMpKS6MkvQrG9",-0.2392220969092,0.607557722163315,-0.632023599838798,-0.410734681461788,-0.251027694130135,0.23831445036488,0.407186612286775
"R_0qcVpUuq8rA8Y7L",0,0,0,0,0,0,0
"R_0qhqqdqicAhrje9",-0.575547470965138,0.122442964191843,-0.0259825408349043,0,0.676703099812425,0,-0.0660225881200747
"R_0rEexlWotUryJR7",0.264867432035263,0.51096800762801,0.721456777255209,0.0804878381052393,-0.152126680306374,-0.35560894201217,-0.177722767011335
"R_0rmQzqWap768Uxj",-0.0862995002975531,-0.478400056743101,0.359892791091543,0.682302292707859,-0.823373618750762,0.503789525743422,0.0228163524211638
"R_0TVXQugsQGNSRep",0.210884398975455,0.167689987530348,0.109998882997905,0.0181357393144438,-0.0291878169592014,0.116052561775081,-0.152855737182406
"R_0uE9nKhfFPVRXtT",-0.116788050885064,0.49970867331833,-0.121265687897367,-0.248865300710374,0.99009900990099,-0.132116535226864,0.15389871173429
"R_0UIDivCVj1lG9pv",-0.443172899667906,-0.425129232845162,-0.0685285157586813,-0.145993924520318,0.411251702440927,0.201877638639179,0.40644566871796
"R_0ul7FJiYOLsRFBv",0.318342556598365,-0.0533125199880794,0.405223181305952,-0.493075201021677,-0.23049107773644,0.281545321591693,0.296372516517757
"R_0UmB36WcRuayfcZ",0.206960134235523,-0.0635590898564206,0,-0.194815848476468,-0.0755472933698313,-0.342549973845348,-0.00936048381262832
"R_0UMgMkabrctRMZ3",-0.336141765790028,0.906250619570283,0.848832416628157,-0.0570965622606354,0.99009900990099,-0.222468489521524,-0.342476488869145
"R_0UnFoNV72RfTv9L",0,0,0,0,0,0,0
"R_0UtkjCiWJNcefUR",-0.0618633510871399,-0.0460032876454792,0.0128232126441594,-0.0209503563308967,0.375305793162838,-0.239054075130409,-0.266465713046572
"R_0V7BPbXY3QpeQdr",0.494674827612685,-0.496767461765341,0.478256983033458,0.466698679043644,-0.207034210110983,0.221353333698183,0.0282275115139126
"R_0VbmrwbHzGHer7j",-0.462971084602063,-0.282718717761689,-0.180520731687725,-0.0795971263091601,-0.262957882325821,-0.170027451185194,-0.435771859038598
"R_0vNG1mJWtX76RXP",0.533186055812122,0.626372489341393,0.0456172740020276,0.172986345981284,-0.41819751635,-0.546991676346414,0.403002474204575
"R_0vo9eK1lUkh0AQV",0.602053086897445,0.109339633472312,-0.101398155441141,-0.0186268169219992,0.502581213321173,-0.702791932770895,-0.0426696489930974
"R_0W1dAxlcc4dbVYd",0.406259754556658,0.107378813986527,-0.200861429758562,-0.231657839847633,0.439131046613694,0.372765467938368,0.42749190670847
"R_0weulm46P4kUORj",-0.198194204302687,-0.152927721312599,-0.198757171025545,-0.263278995377461,-0.244580956702916,0.352640549378502,-0.394621535160656
"R_0wG6rbH1yTfSFyN",-0.453745675830333,0.241299623031114,0.0404059299056585,0.395820305519945,-0.252915785544315,0.0348710506592607,0.738756281614152
"R_0wgWrtR2oYcjBWF",0,0,0,0,0,0,0
"R_0wiRxUyJz9hxW9P",-0.99009900990099,-0.220760156421713,0.342525511859626,0.21023771386297,-0.0661099120883538,0.200416088461451,-0.205599727967784
"R_0wxNxlLYjImD9ER",-0.389718919298899,0.433029578800727,0.552770254102353,-0.264620714003336,0.528229440973446,-0.482641978568268,-0.0333800427018687
"R_0xEjsMlk13H9ioh",0,0,0,0,0,0,0
"R_0xgWaP4zUIl4Kat",-0.183541273587399,0.99009900990099,0,-0.244545972856757,0.412455342540996,0.356591721717836,-0.169763079558823
"R_0xhTor258BAF865",0.471837959631805,-0.260656897732008,-0.181025243682667,-0.473520302907621,-0.0601734202712726,0.0420317712603167,0.0428050222823471
"R_0xmJLp0PQGCYdz3",0,0.108064592340924,-0.37418196864124,-0.1760035167012,0.104756383959819,0.755998708544485,-0.257675884832868
"R_0xmwBxCvLak9FEB",0.179599798304188,0,0.0407695371008157,0.546504711909188,-0.391668427835278,0.241263792625962,-0.0756670795325721
"R_10AfIAFjOVyWCtr",0.0769959831718755,0.152959610427351,-0.275482003958445,0.154899764147794,-0.317307289656364,0.386153686712297,-0.536999169844392
"R_10AgEpKyrA04Y6m",-0.569021957322376,0.344187705657141,0.333448239510534,-0.333723549424302,-0.243423296913054,0.0629236712124959,-0.0905682362677615
"R_10BkGaVpVsANyPj",-0.052047046134783,0.256493255643853,-0.0956506748174026,-0.140510630176348,-0.114320224129022,0,0.14928654271377
"R_10BM3vjMXcV9BSo",0.279641597530684,-0.0945326343417467,0.309094427089666,-0.508764510282149,-0.122125408301507,-0.905689670026499,0.114491821811212
"R_10BMqa9av5I9gyi",0.00808849595974429,-0.544014261905884,-0.744259793571636,0.21205525937675,-0.608443830929262,0.642125275225234,-0.330946968269138
"R_10C0ET7bwep6NRT",0,0,0,0,0,0,0
"R_10C2amnqqcZVdFu",0.345793096564928,0.328025268556478,0.0658928431895199,0.207600865808407,0,-0.46256730688195,0.315129802376456
"R_10CLG4VNEMwFpGF",0.780572333322587,-0.000607815546288248,0.370599787783981,0.409862190489813,0.185165050488641,0.12779976440138,-0.52141158173714
"R_10Cqhyt9cH5K83z",0,0,0,0,0,0,0
"R_10CuGS0DzfuYUSW",0.12141515267333,-0.390979110912996,0,0.0166253123629889,0.110883219290313,-0.161241280184957,-0.219260864984816
"R_10DdpPR7kTRLqbB",0.265131242014751,0.835588461883513,-0.408889382742596,-0.0177549702488536,-0.123707826994949,-0.266022481774994,-0.418194618023098
"R_10Dgq29WC0N8IOM",0.135863910970605,-0.0187231903475847,-0.59151360781203,-0.0204997805433034,-0.648693627160395,0.429477090578233,-0.246195658781128
"R_10Dl1iZ4abJ0kui",-0.109072718405466,0.519491738286414,-0.224207822817725,0.135421946865204,-0.831101408044234,-0.183247186084024,0.445156594917831
"R_10DxSZ9C4xvSGf3",0,0,0,0,0,0,0
"R_10GaDyVpIywKjde",-0.313118964509408,0.336792332162689,-0.37992985415015,0.461127421230278,-0.442215490667617,0,0.487822694579326
"R_10GCKHTYaOmzWuA",-0.239961041883336,0.511105085659608,-0.627147711513298,0.651115864553828,-0.474136687040894,-0.0145290174386586,-0.237096402227668
"R_10GigUd05dEz1Wa",0.127874448826313,0.23745971922366,-0.340634322859699,-0.183213614983527,0.552592340232771,0.519177512180193,0.860231525378373
"R_10H66f6LP5RGkMi",-0.00082019726629823,0.263048736758529,-0.167335863429528,0.350475746928075,-0.593192733712608,0,0.599955478691826
"R_10Hk1LEFlBfi8zK",-0.329602644282717,-0.399627201414356,0,0.281886643240514,0.315744494012116,-0.369984822325725,-0.0112192353112314
"R_10HR3TW3R2Hetv1",0.407326182944137,0.594830790065536,-0.420303101521546,0.400085416550116,0.0309559342361078,0.787936284952584,0.0269057783338414
"R_10I2hlACjYfcelx",0.156200242467001,0.685030293717206,-0.526566000592396,0.385656964415733,0.373864631397634,0.60879811513217,-0.226738497718574
"R_10I9IyiW8Id9Xa9",-0.437017468058486,-0.0655072530256111,-0.566045519428593,-0.114297151765494,0.77983729148209,-0.168122823103718,-0.0422515062482072
"R_10Ipxv6z1XbUhwS",0,0.15617892698822,0.0774793993811874,0.111876877507099,-0.133659331928779,0.62096536899038,0.571314612709344
"R_10IRqbmYfoS007a",0.113942121316874,-0.214477398718362,0.668896250050191,0.326011314844611,0.148638516048691,-0.29666266455161,-0.327362787424756
"R_10IsQnGbxhuxMLc",0.163818477765091,-0.294123961699126,0.109994700421874,-0.182698549995128,0.150285577620435,0.217351266035564,0.516706725555207
"R_10IUgqFS2QByBtQ",0.599154776116346,0.148565311665147,-0.816753127278161,-0.61872946368498,-0.4638105745195,-0.590731111138789,-0.252021844058418
"R_10IWlNzzBFQkCJy",0,0,0,0,0,0,0
"R_10Jaa0VWcocLvBX",-0.525920884416457,0.0734204348668,-0.786238244577748,0.618654819522035,-0.241787777074257,-0.811451854439436,-0.167245546427217
"R_10JnTp3fZ067z85",0.320931468158184,0.484562629078544,-0.0545173868565886,0.447545686832021,-0.354099365037909,-0.52142019472941,-0.0718723226791329
"R_10MdPGkpFrwwzfR",0,0,0,0,0,0,0
"R_10MicqH1HawmFAf",0.21594066003892,0.0544053289186248,-0.180578722038315,0.0167971703222563,-0.173874916857181,0.657627485557587,0.150988239873744
"R_10MkGYAuhSOLD9j",0,0,0,0,0,0,0
"R_10MlNR8HULhttbE",0.303942434116843,0.401782293740077,-0.130373366757289,0.0580771201144897,-0.0233075892338142,0.404339475969466,-0.231109350576104
"R_10Mm5xgzg3kGCO4",0.181670742079642,0.0698218564641667,-0.362537859956002,0.356469344671914,0.0357657550168825,0.183683513927735,0.204752552192213
"R_10MMNR9AqEdByMF",-0.389364622499649,-0.588895035776554,0,0.576922568062512,-0.7436783519536,0.010913832594951,-0.457836126750336
"R_10MZq9MeqEgSZ6w",-0.520482543845875,-0.420069906220798,0.557517078458109,-0.550184265596942,-0.132930540550773,-0.443833644258986,-0.542898093224235
"R_10N18dFkYbfYrgX",0.38668841685654,0.684191785260382,0.680994806399327,0.583536489342587,0.221869020790302,0.334104813434773,0.620108810252728
"R_10NHKMBL5JeFlhO",-0.657737905714707,0.00316863786494978,0.572496559536523,-0.85644929540344,-0.456761495679651,0.228841039430158,0.167050484519085
"R_10NJ7iSdxdSqqQw",0.32498415573895,-0.165869962483461,-0.135868005715586,0.144463290338855,-0.214926004337576,-0.1257096521124,-0.142541550322872
"R_10NNBQGt3HJIiX2",-0.0273568898585158,0.0842547773037601,0.100331455460575,0.423442267085513,-0.0507154905917665,0.352307116270632,-0.163401588339042
"R_10O55EPFkCzzOwt",0,0,0,0,0,0,0
"R_10o74qmo0kOsx83",0.828023410633957,0.318779880507658,0.249841398799023,0.228329226300819,-0.624282180580333,0.756972293490296,0.379565262259252
"R_10o9Vqr8SPASx6A",-0.449958487374065,-0.024158395957728,0.282825433858306,0.588711735125253,-0.601435108821312,0.578900544671631,-0.00121006672487582
"R_10oA5hkP1MCu5Ey",0.63717386722005,-0.0314292001517992,0,0.279414992026422,-0.400056596641125,0.0326073207886322,0.223458051687179
"R_10OaX2eEKBR2Z3D",0.531231234896906,0.832041145583945,0.551777988373742,0.0175714926933214,0.0304740274926744,0.605907102988977,0.407905372941599
"R_10OcFob8coTLauW",0.211632780324848,-0.0575187590906343,-0.556336863599823,0.0530064891167422,-0.0130805859301871,-0.581692813641496,0.175413471963478
"R_10oqeJRgWhhb3CB",-0.109815787144551,0.319518904127554,-0.18547130849739,0.15692192871163,0,0.196836099539071,-0.243203840329168
"R_10oQokaFTNkRKYK",0,0,0,0,0,0,0
"R_10osHbtb6Lj8Tbt",-0.373767710547613,-0.789442149566598,-0.428512376560374,-0.584581350463899,0.611505578050363,-0.15344805512729,0.149411099147588
"R_10ou8Vhm8yCnTB5",-0.506406335330731,0.570110891441771,0,-0.309904586403548,-0.592435365991454,-0.534758447494689,0.0967924848961674
"R_10OvBHvAT0YOsJq",-0.00280235576309836,-0.203743609161492,0,-0.0647312524831009,-0.37964538557926,0.00581825644850948,-0.0277916053449586
"R_10oyC9VGAHmCMYv",0.343727201331943,0.472199398535863,-0.158864821475766,-0.184583861509489,-0.127811604260674,-0.157912874584188,-0.222260310396825
"R_10P1iCSk1v7U2OV",0.546844516750477,-0.215498418058713,-0.630382572239295,0.623180974703678,-0.730913909504668,0.0458222733752312,-0.408280675307071
"R_10p8Vek4Pn0cFhm",-0.131991250555872,0.1825841554682,-0.14657916653092,0.243391830813371,-0.133324556636714,-0.0907686904354842,0.206025562603411
"R_10PDpFXmV30SlBE",-0.202018419939876,0.215072506473206,0.99009900990099,0.121069930827571,-0.148396914558599,-0.279941003835681,0.284307063631137
"R_10pdRQv5t0n77g1",0.113642376546317,0.139773729049002,0.111152967997947,-0.187463474102406,-0.154571949544706,0.146941753266493,-0.176832521852723
"R_10Pf4L6mUIOTHei",0,0,0,0,0,0,0
"R_10PI5FKTTlId8Ec",0.18934794243041,-0.681112331013734,-0.315281845602025,0.348761891889898,0.0479826424647083,0.218712292126727,0.122512286038903
"R_10pI8S7oXhWrG0v",-0.217663924256063,-0.224284656432939,-0.278244906005957,-0.0890338839116813,-0.285697479639315,0.452315094014912,0.211686450877357
"R_10pmX4JIrSVeLBz",0.00849488833485576,-0.0252862311015184,-0.699411761327727,0.777862307667588,-0.549779703256191,0.0113548708201392,-0.00568365729115359
"R_10qkk5HbcclVv99",-0.728885874578881,-0.177623009647372,0.502388742286427,0.201678224571582,0,0.0640020194242689,0.559795881992661
"R_10qNKMTwnQitOdU",0.635235207099314,-0.104954943571905,0.792763506421874,0.564897163855603,0.82722838629058,0.545852122506097,-0.191217355701181
"R_10qurxEXeLWMrr9",0.00655369716228857,-0.0187486614303928,0.462827221913089,-0.224171697252143,-0.0552139588641541,-0.0698402623104159,0.226875513718138
"R_10r5JpZkQ6yvCss",-0.308173268130907,-0.233963729622747,-0.158111689694497,-0.0492848855572658,0.00754876150797622,0.445409941691437,-0.360765064125782
"R_10r5MBCPiWmilHT",-0.723927133230372,0.460799911587163,0,0.426767816586479,-0.0272341490706174,-0.200184650091538,-0.247395377090112
"R_10rA9Gglji0n2kM",0,0,0,0,0,0,0
"R_10rb7AxSQM0cftz",-0.163372635696299,0.610068473693649,0.505095274991396,-0.330576423887373,-0.162073945619814,0.482068568600389,0.417822574172371
"R_10rD0UxAguufAwX",0.756486217952361,0.0770828258275318,-0.355347894565326,-0.216135859197791,-0.184291726986442,0.222539770818207,0.18427017669626
"R_10rso5oDxKG3YSH",0.0151418562951643,0.576593034616595,0.383187693931344,-0.361580479856406,-0.114033232579415,0.109351671282814,0.37891899825524
